DATE,EXEC_SPEND,BIZ_SPEND,PLAT_SPEND,MMM_SPEND,DESKTOP_SPEND_DELTA,ADJUST_VS_UNIFIED_DELTA
2025-08-06,16408.366400000003,16408.3664,21033.713997,21562.740968,4625.347596999996,-5154.374567999996
2025-08-05,16351.569800000001,16351.569800000001,21020.305255,21569.413561,4668.735454999998,-5217.843761
2025-08-04,16652.7568,16652.7568,21348.936814,21881.710238,4696.180014000001,-5228.9534380000005
2025-08-03,18011.7782,18011.7782,22939.495774,23510.775379,4927.717573999998,-5498.997178999998
2025-08-02,16498.671100000003,16498.6711,21355.911349,21844.677496,4857.240248999999,-5346.006395999997
2025-08-01,16612.2978,16612.2978,20970.292583000002,21409.086471,4357.994783000002,-4796.788670999998
2025-07-31,14878.223899999999,14878.2239,18992.277104,19484.300723,4114.053204000002,-4606.076823000001
2025-07-30,16098.814999999999,16098.815,20539.022288,21077.497182000003,4440.207288000001,-4978.682182000004
2025-07-29,16880.627800000002,16880.627800000002,21372.087693999998,21856.02457,4491.459893999996,-4975.396769999999
2025-07-28,16643.1237,16643.1237,21342.254704000003,21860.385573,4699.131004000003,-5217.2618729999995
2025-07-27,17054.2652,17054.2652,21716.013941,22241.744103999998,4661.748740999999,-5187.478903999996
2025-07-26,16569.1702,16569.1702,21203.776291000002,21766.202937,4634.6060910000015,-5197.032736999998
2025-07-25,16306.2973,16306.2973,21203.14602,21702.688429,4896.84872,-5396.3911290000015
2025-07-24,15727.7564,15727.7564,20487.664870999997,21052.408112,4759.908470999997,-5324.651712000001
2025-07-23,15848.7732,15848.773200000001,20552.412513,21087.031995999998,4703.639313,-5238.258795999998
2025-07-22,16189.382300000001,16189.382299999997,21060.701684,21561.986988,4871.3193839999985,-5372.604687999999
2025-07-21,16606.1686,16606.1686,21539.666504,22051.938722,4933.497904,-5445.770121999998
2025-07-20,17213.7244,17213.7244,22216.556164,22686.446532,5002.831764000002,-5472.722132000003
2025-07-19,16272.1482,16272.1482,20922.876401,21451.394472,4650.728201000002,-5179.246272
2025-07-18,17070.9017,17070.9017,22515.421834,22989.169223,5444.520134000002,-5918.267523000002
2025-07-17,16516.966,16516.966,21533.443058000004,22035.31294,5016.477058000004,-5518.346939999999
2025-07-16,16373.806600000002,16373.8066,21262.574194,21766.217456,4888.767593999999,-5392.410855999997
2025-07-15,16282.0383,16282.0383,21530.623904,22077.59474,5248.585604,-5795.55644
2025-07-14,17423.042,17423.042,22609.85975,23191.545195,5186.817749999998,-5768.5031949999975
2025-07-13,17902.115999999998,17902.116,23088.616345000002,23689.509171,5186.500345000004,-5787.393171000003
2025-07-12,16709.9245,16709.9245,21596.283039,22080.384647,4886.358539000001,-5370.460146999998
2025-07-11,16793.0206,16793.0206,21658.67661099999,22234.022891,4865.656010999992,-5441.002291000001
2025-07-10,15763.7594,15763.759399999999,20460.594334,21078.722677,4696.834934,-5314.963277000001
2025-07-09,15558.999800000001,15558.9998,20208.36145,20695.283360999998,4649.361649999999,-5136.283560999997
2025-07-08,15281.4279,15281.427899999999,19996.715322,20539.278325,4715.287421999999,-5257.850424999999
2025-07-07,15583.0854,15583.0854,20321.653689,20829.576747,4738.568288999999,-5246.491346999999
2025-07-06,16432.7899,16432.7899,21161.45228,21656.123066,4728.662380000002,-5223.333166
2025-07-05,15573.908800000001,15573.9088,20276.293815,20754.341039,4702.385015,-5180.432238999998
2025-07-04,15344.9687,15344.9687,19923.008286000004,20389.332528,4578.039586000004,-5044.363828
2025-07-03,15807.6682,15807.6682,20503.487839,21060.767032,4695.819639000001,-5253.098832
2025-07-02,15827.311899999999,15827.3119,20465.701815,20910.971805,4638.389915000002,-5083.659905000002
2025-07-01,15807.4934,15807.493400000001,20456.545389,20918.906458,4649.051989,-5111.413058000002
2025-06-30,15716.688200000002,15716.688199999999,19921.215361,20329.139922,4204.527160999996,-4612.451721999996
2025-06-29,16940.5909,16940.5909,21364.285612,21730.618437999998,4423.694712,-4790.0275379999985
2025-06-28,16415.8222,16415.822200000002,20977.93406,21402.290295,4562.111860000001,-4986.468095
2025-06-27,16657.0663,16657.0663,21493.819421,21982.319551,4836.753121000002,-5325.253251000002
2025-06-26,17262.944900000002,17262.9449,22946.910696,23516.086263,5683.965795999997,-6253.141362999999
2025-06-25,15959.395900000001,15959.3959,20810.456841,21335.823727,4851.060940999998,-5376.427826999998
2025-06-24,14214.1721,14214.1721,18436.515585,18875.032514,4222.343485000001,-4660.860413999999
2025-06-23,14567.593999999997,14567.594000000001,19137.252386,19583.459572,4569.658386000003,-5015.865572000002
2025-06-22,13888.6273,13888.6273,17965.633119,18447.903493,4077.005818999998,-4559.2761930000015
2025-06-21,13143.937,13143.937,17269.091999,17782.725982,4125.154999,-4638.788982
2025-06-20,15538.1543,15538.1543,19254.397845,19645.207456,3716.2435449999994,-4107.053156
2025-06-19,17653.7466,17653.746600000002,22550.159368,23147.491383,4896.412768000002,-5493.744783000002
2025-06-18,16292.9501,16292.9501,20911.842484,21453.718477,4618.892384000001,-5160.7683769999985
2025-06-17,16051.2644,16051.2644,20744.915081,21284.761251,4693.650680999999,-5233.496851
2025-06-16,16785.911,16785.911,21605.671056,22089.619251,4819.760055999999,-5303.708251
2025-06-15,20789.792,20789.792,26041.46313,26631.008009,5251.671129999999,-5841.216009
2025-06-14,20215.418299999998,20215.4183,25479.179485000004,26026.588906,5263.761185000007,-5811.170606000003
2025-06-13,18172.4111,18172.411099999998,22994.256731,23612.800223,4821.845631,-5440.389122999997
2025-06-12,16797.3053,16797.3053,21658.967684,22221.393423999998,4861.662383999999,-5424.088123999998
2025-06-11,16316.6547,16316.6547,21057.586854,21603.261273,4740.932154000002,-5286.606573000001
2025-06-10,15618.193300000003,15618.193299999999,20199.622168,20967.870787,4581.428867999999,-5349.677486999997
2025-06-09,16058.4663,16058.4663,20841.457939,21479.039444000002,4782.991639,-5420.573144000002
2025-06-08,16608.307,16608.307,21647.848431000002,22120.5825,5039.5414310000015,-5512.2755
2025-06-07,16063.4682,16063.4682,20979.801537,21512.229571,4916.333337,-5448.7613710000005
2025-06-06,15628.422600000002,15628.4226,20364.474005,20856.590598,4736.051404999998,-5228.167997999997
2025-06-05,16528.3496,16528.3496,21447.835290000003,21934.718128,4919.485690000001,-5406.368527999999
2025-06-04,16151.5857,16151.5857,21085.959607,21593.254134,4934.373907000001,-5441.668433999999
2025-06-03,14750.380699999998,14750.380700000002,19647.330625,20082.856721,4896.949925000001,-5332.476021000002
2025-06-02,15206.531000000003,15206.530999999999,19615.909952,20006.678298,4409.378951999999,-4800.147297999996
2025-06-01,15614.8999,15614.8999,20454.5767,20896.141627,4839.676800000001,-5281.2417270000005
2025-05-31,13094.594099999998,13094.594099999998,17413.473113,17814.378432999998,4318.879013000002,-4719.784333
2025-05-30,16378.570899999999,16378.5709,20855.144568,21222.636609999998,4476.573668000001,-4844.065709999999
2025-05-29,11989.4951,11989.4951,16338.165181,16772.453803,4348.670081,-4782.958703
2025-05-28,13623.881200000002,13623.8812,18427.239351,18892.980224000003,4803.3581509999985,-5269.099024000001
2025-05-27,15741.0736,15741.0736,20244.7791,20636.496217,4503.7055,-4895.422617
2025-05-26,16657.8934,16657.893399999997,21388.380059,21751.562777,4730.486658999998,-5093.669376999998
2025-05-25,17556.9769,17556.9769,22287.122916,22844.157818,4730.146015999999,-5287.180917999998
2025-05-24,16280.4633,16280.4633,21125.673115999998,21595.339566,4845.209815999999,-5314.876265999999
2025-05-23,16552.284200000002,16552.2842,21376.37585,21827.526373,4824.0916499999985,-5275.242172999999
2025-05-22,16458.5745,16458.5745,21126.423424,21612.622656,4667.848924000002,-5154.048156000001
2025-05-21,16209.3111,16209.3111,20707.742896999996,21159.476574,4498.431796999996,-4950.165473999999
2025-05-20,16777.699,16777.699,21691.773284000003,22131.943886,4914.074284000002,-5354.244886
2025-05-19,17056.2089,17056.208899999998,21710.597603,22187.573555000003,4654.388702999997,-5131.364655000001
2025-05-18,20797.6212,20797.6212,26832.197917999998,27266.164724,6034.576717999997,-6468.543523999997
2025-05-17,18542.855799999998,18542.8558,23730.796298,24117.661528,5187.940498000004,-5574.805728000003
2025-05-16,17073.7824,17073.7824,22100.876080000002,22481.210965000002,5027.093680000002,-5407.428565000002
2025-05-15,15742.2997,15742.2997,20285.425814000002,20715.428796,4543.126114000002,-4973.129096000001
2025-05-14,15886.254,15886.253999999999,20333.913059999995,20803.380549,4447.6590599999945,-4917.1265490000005
2025-05-13,15570.1406,15570.140600000002,20020.437556,20387.441603,4450.296956,-4817.301002999999
2025-05-12,15459.445799999998,15459.445800000001,20016.90268,20384.404404,4557.456880000002,-4924.958604000003
2025-05-11,16312.572199999997,16312.5722,21024.72661,21538.732058,4712.154410000005,-5226.1598580000045
2025-05-10,15768.997500000001,15768.9975,20362.40798,20971.540241000002,4593.410479999999,-5202.542741000001
2025-05-09,16233.192200000001,16233.1922,20977.212351000002,21633.7192,4744.020151000001,-5400.526999999998
2025-05-08,15655.7074,15655.7074,20496.829993,21037.781714,4841.122593,-5382.074314000001
2025-05-07,15406.5281,15406.5281,19769.259255999998,20470.472476,4362.731155999998,-5063.9443759999995
2025-05-06,15385.716100000001,15385.7161,20184.586274,20678.347069,4798.870174,-5292.630968999998
2025-05-05,15591.0644,15591.0644,19940.897188000003,20374.579534,4349.832788000003,-4783.515134000001
2025-05-04,16572.0238,16572.0238,21296.467016000002,21814.519508999998,4724.443216000003,-5242.495708999999
2025-05-03,15645.9316,15645.9316,20298.794967,20896.866151000002,4652.863367000002,-5250.934551000002
2025-05-02,15630.300500000001,15630.3005,20462.371424999998,21014.896374,4832.070924999996,-5384.595873999999
2025-05-01,14393.8166,14393.8166,18604.289204,19125.876527,4210.4726040000005,-4732.059927
2025-04-30,16037.6288,16037.6288,20302.557996000003,20744.953195000002,4264.929196000003,-4707.3243950000015
2025-04-29,16057.917,16057.917,20449.770003000005,20842.286632,4391.853003000006,-4784.369632
2025-04-28,15144.4592,15144.459200000001,19456.563351,19918.642046,4312.104151000001,-4774.1828460000015
2025-04-27,15122.116,15122.116,19441.247822999998,19853.514391,4319.131822999998,-4731.398391000001
2025-04-26,15299.976,15299.976,19607.121626,20096.321437,4307.1456259999995,-4796.345436999998
2025-04-25,14769.3013,14769.3013,19020.371729,19493.561073,4251.070428999999,-4724.259773000002
2025-04-24,15029.160800000001,15029.160800000001,19300.179387000004,19642.758846,4271.018587000002,-4613.598045999999
2025-04-23,14601.3464,14601.346399999999,18843.880364999997,19271.699986,4242.533964999997,-4670.353585999999
2025-04-22,15106.838099999999,15106.838099999999,19435.064952,19899.086372,4328.226852000002,-4792.2482720000025
2025-04-21,15206.806299999998,15206.8063,19474.590126,19956.398403,4267.783826000001,-4749.592103000001
2025-04-20,15742.4877,15742.4877,20117.883850000002,20458.06944,4375.396150000002,-4715.58174
2025-04-19,14961.042399999998,14961.0424,19264.418012000002,19669.041879,4303.3756120000035,-4707.999479000002
2025-04-18,15556.146700000001,15556.1467,19986.782567000002,20511.394956,4430.635867000001,-4955.248255999999
2025-04-17,15324.437300000001,15324.437300000001,19740.278642,20115.213891,4415.841342,-4790.776590999998
2025-04-16,15012.5763,15012.5763,19290.333963,19621.520218,4277.757663,-4608.943918000001
2025-04-15,15206.955100000001,15206.9551,19577.388622000002,19990.040872,4370.433522000001,-4783.085772
2025-04-14,15656.475899999998,15656.4759,20260.39716,20689.9764,4603.921260000003,-5033.500500000002
2025-04-13,16554.4142,16554.4142,21060.496403999998,21489.210905,4506.0822039999985,-4934.796705000001
2025-04-12,15678.6393,15678.6393,20181.461270000003,20663.454107,4502.821970000003,-4984.814807000001
2025-04-11,15803.2586,15803.258600000001,20309.139464,20768.623156,4505.880864000001,-4965.364556000002
2025-04-10,15364.6698,15364.6698,19710.782445,20131.906509,4346.112645000001,-4767.236709000001
2025-04-09,15445.0401,15445.040099999998,19851.660182,20268.721233999997,4406.6200819999995,-4823.681133999997
2025-04-08,14476.1175,14476.1175,18082.816687,18458.630506,3606.6991869999983,-3982.513006000001
2025-04-07,14183.6546,14183.654600000002,17911.428454000004,18311.787275,3727.7738540000046,-4128.132674999999
2025-04-06,15420.4435,15420.4435,19129.681216,19607.46312,3709.2377160000015,-4187.019620000001
2025-04-05,14978.3836,14978.383600000001,18898.545265999997,19369.340490000002,3920.161665999998,-4390.956890000003
2025-04-04,14539.367400000001,14539.3674,18266.31675,18628.872231,3726.949350000001,-4089.504831
2025-04-03,15082.118400000001,15082.118400000001,18821.560765000002,19225.268136,3739.442365000001,-4143.149735999998
2025-04-02,14715.246799999999,14715.2468,18548.270108,18924.303814,3833.0233080000016,-4209.057014
2025-04-01,14412.0893,14412.0893,18041.911381,18429.503584,3629.822081000002,-4017.4142839999986
2025-03-31,13744.7372,13744.7372,16854.520597000002,17157.722223,3109.783397000003,-3412.985023000001
2025-03-30,15038.4751,15038.4751,18356.918843,18710.778474,3318.443743,-3672.303373999999
2025-03-29,13938.697,13938.697,17341.780584,17713.960039999998,3403.083584,-3775.263039999998
2025-03-28,14021.949799999999,14021.949799999999,17532.977123,17992.736710999998,3511.027323000002,-3970.7869109999992
2025-03-27,14274.7378,14274.737799999999,17768.646044,18191.362816,3493.908244,-3916.625016
2025-03-26,13804.7808,13804.7808,17421.247465,17916.660101,3616.466665,-4111.879301000001
2025-03-25,13785.040699999998,13785.0407,17158.019233,17647.027618,3372.9785330000013,-3861.9869180000023
2025-03-24,13895.7279,13895.7279,17236.128909000003,17616.966279,3340.401009000003,-3721.2383790000004
2025-03-23,14825.6003,14825.6003,18358.206606,18756.063159,3532.6063059999997,-3930.462859000001
2025-03-22,13803.4179,13803.4179,17399.128246,17805.785686,3595.710346,-4002.367785999999
2025-03-21,14034.1377,14034.1377,17679.593012,18089.373028,3645.455312000002,-4055.2353280000025
2025-03-20,13743.4439,13743.443899999998,17510.604906,18013.84504,3767.1610060000003,-4270.40114
2025-03-19,13931.4857,13931.4857,17655.301155,18102.374904999997,3723.8154550000017,-4170.889204999998
2025-03-18,14040.276300000001,14040.276300000001,17685.974607,18163.999797,3645.6983069999987,-4123.723496999999
2025-03-17,14111.0286,14111.0286,17805.135813,18236.062239,3694.107213000001,-4125.033638999999
2025-03-16,14674.1504,14674.1504,18418.624948,18924.946244,3744.474548,-4250.795843999998
2025-03-15,13965.594599999999,13965.5946,17658.912142,18197.023353,3693.3175420000025,-4231.428753000002
2025-03-14,14328.6556,14328.655599999998,18113.278033,18572.936402,3784.6224329999986,-4244.280801999999
2025-03-13,14140.351,14140.350999999999,17909.938562000003,18602.388737,3769.5875620000024,-4462.037737000001
2025-03-12,14153.9816,14153.9816,17996.356009999996,18567.273193,3842.3744099999967,-4413.291593000002
2025-03-11,14284.1373,14284.1373,18132.602149,18666.589726,3848.464848999998,-4382.452425999998
2025-03-10,13980.915800000002,13980.915799999999,17620.690931999998,18096.353208,3639.775131999995,-4115.437407999998
2025-03-09,14432.213099999999,14432.2131,18217.723339,18802.101487,3785.510239000001,-4369.888387000001
2025-03-08,14102.296899999998,14102.2969,17936.260712999996,18467.518765,3833.9638129999985,-4365.221865000003
2025-03-07,14240.1922,14240.192200000001,18035.850910999998,18554.952464,3795.658710999998,-4314.760264000002
2025-03-06,14482.279999999999,14482.279999999999,18342.392895999998,18936.732667,3860.1128959999987,-4454.452667000001
2025-03-05,15062.1028,15062.1028,19191.237567999997,19813.170974,4129.134767999996,-4751.068174
2025-03-04,13421.175799999999,13421.175799999999,16743.671544999997,17190.811998999998,3322.4957449999984,-3769.6361989999987
2025-03-03,13107.857399999999,13107.857399999999,16485.481845,16871.402212,3377.6244449999995,-3763.544812000002
2025-03-02,14050.900000000001,14050.9,17762.560472999998,18319.069319,3711.6604729999963,-4268.169318999997
2025-03-01,13400.1375,13400.1375,17117.183219,17568.748790999998,3717.045718999998,-4168.611290999997
2025-02-28,13727.802,13727.802,17059.605282,17487.983893,3331.8032820000008,-3760.181893000001
2025-02-27,14193.592599999998,14193.5926,17689.593071,18136.71013,3496.000471000001,-3943.1175300000014
2025-02-26,14200.0491,14200.0491,18027.068326,18561.411939,3827.0192260000003,-4361.362839000001
2025-02-25,13804.431,13804.431,17626.497702,18061.610716,3822.066702,-4257.179715999999
2025-02-24,13927.784500000002,13927.7845,17403.790509,17917.890668,3476.006008999997,-3990.1061679999984
2025-02-23,15099.084299999999,15099.084299999999,18905.441882,19476.385032000002,3806.3575820000005,-4377.300732000003
2025-02-22,14937.1245,14937.124500000002,18851.692596000004,19323.881061,3914.5680960000045,-4386.756561
2025-02-21,14568.6453,14568.6453,18370.060551000002,18896.443539,3801.415251000002,-4327.798239
2025-02-20,14845.741100000001,14845.7411,18914.178072,19496.221772,4068.4369719999977,-4650.480672
2025-02-19,13622.6378,13622.6378,17711.160605,18305.368377,4088.5228050000005,-4682.730576999998
2025-02-18,13226.8551,13226.8551,17196.589348,17772.449785999997,3969.7342480000007,-4545.594685999997
2025-02-17,13857.0517,13857.0517,18019.667174,18682.029784,4162.615473999998,-4824.9780839999985
2025-02-16,15035.556299999998,15035.5563,19630.29179,20216.268667,4594.735490000001,-5180.712367000002
2025-02-15,15695.271499999999,15695.271499999999,20176.012936,20810.285052,4480.741436,-5115.013552
2025-02-14,14150.5144,14150.5144,17870.753052,18388.141539,3720.238652,-4237.627139
2025-02-13,14613.1166,14613.1166,18330.365653,18938.974156,3717.2490530000014,-4325.857556000001
2025-02-12,15702.665399999998,15702.6654,19850.559595,20469.265172,4147.894195000001,-4766.599772000001
2025-02-11,15648.8517,15648.8517,20415.652454,21206.819575,4766.800754,-5557.967875000002
2025-02-10,9698.774300000001,9698.774300000001,13557.01927,14115.886182,3858.2449699999997,-4417.111881999999
2025-02-09,6720.5165,6720.5165,9879.08844,10206.394376,3158.57194,-3485.8778760000005
2025-02-08,6831.6161999999995,6831.6162,10158.335761,10546.550104,3326.719561000001,-3714.9339040000004
2025-02-07,6823.5223,6823.5223000000005,9982.984569999999,10244.260874,3159.462269999999,-3420.738574
2025-02-06,11885.9345,11885.9345,15944.980137,16494.690781,4059.045637000001,-4608.756281000002
2025-02-05,14364.234999999999,14364.235,18756.053457,19412.473202999998,4391.818457000003,-5048.238202999999
2025-02-04,14881.200299999999,14881.200299999999,19533.26973,20200.481434999998,4652.069430000001,-5319.281134999999
2025-02-03,14308.311599999999,14308.311599999999,18806.69764,19511.984941,4498.386039999999,-5203.673341
2025-02-02,15494.132,15494.132,19980.737488,20606.875122,4486.605487999999,-5112.743122000002
2025-02-01,14578.1789,14578.178899999999,18903.097666,19492.176684,4324.918766000001,-4913.997783999997
2025-01-31,13641.316099999998,13641.3161,17073.374281999997,17546.350357,3432.058181999999,-3905.034257000001
2025-01-30,13794.377799999998,13794.3778,17427.568783,17960.247191000002,3633.1909830000004,-4165.869391000004
2025-01-29,14304.1492,14304.1492,18197.39953,18759.833047,3893.250329999999,-4455.683847
2025-01-28,14400.7916,14400.7916,18287.532658,18890.408618,3886.7410579999996,-4489.617018000001
2025-01-27,13918.017899999999,13918.017899999999,17736.243562,18431.110661,3818.2256620000007,-4513.092761
2025-01-26,14538.198999999997,14538.199,18632.426018,19118.857149,4094.2270180000014,-4580.658149000003
2025-01-25,14274.9817,14274.981699999998,18554.389462,19103.551145999998,4279.407761999999,-4828.569445999998
2025-01-24,13739.6391,13739.6391,17852.056957000004,18404.862078,4112.417857000004,-4665.222977999998
2025-01-23,13680.7148,13680.714800000002,17906.843017,18466.259559,4226.1282169999995,-4785.5447589999985
2025-01-22,13991.6682,13991.6682,17996.514309000002,18558.491037,4004.846109000002,-4566.822837
2025-01-21,14017.3146,14017.314600000002,17950.018835000003,18450.735433,3932.704235000003,-4433.420833000002
2025-01-20,14183.016699999998,14183.0167,18256.695235,18783.374468,4073.678535000001,-4600.3577680000035
2025-01-19,14719.581999999999,14719.582,18791.908356,19453.935413,4072.3263560000014,-4734.353413000001
2025-01-18,13735.023799999999,13735.023799999999,18176.770522,18795.249233000002,4441.746722,-5060.225433000003
2025-01-17,13212.8882,13212.888200000001,17208.828981,17865.584975,3995.9407809999993,-4652.696775000002
2025-01-16,13929.430300000002,13929.4303,18132.213132999997,18834.33063,4202.782832999996,-4904.900329999999
2025-01-15,14296.7425,14296.7425,18307.05334,18878.994305,4010.3108399999983,-4582.251805
2025-01-14,13819.9328,13819.932799999999,17795.929105,18414.669564,3975.9963049999988,-4594.736763999999
2025-01-13,13821.0252,13821.0252,18012.260262,18676.779971,4191.235062,-4855.754771
2025-01-12,14772.7624,14772.762400000001,19145.057624,19803.098431000002,4372.295224000001,-5030.336031000003
2025-01-11,14110.0662,14110.0662,18614.746165,19183.726795,4504.679965000001,-5073.660594999999
2025-01-10,13394.293400000002,13394.2934,17599.475122,18252.510324,4205.1817219999975,-4858.216923999997
2025-01-09,13620.854,13620.854,17927.205442,18655.292467,4306.351441999999,-5034.438467
2025-01-08,9700.907799999999,9700.907799999999,13919.750681,14532.50445,4218.8428810000005,-4831.596650000001
2025-01-07,8073.8838000000005,8073.8838,12242.025383,12805.005943,4168.141583,-4731.122143
2025-01-06,8299.986,8299.986,12564.719048,13238.020645,4264.733048,-4938.034645
2025-01-05,8827.9052,8827.9052,13241.674763,13863.760063000002,4413.769563000002,-5035.854863000002
2025-01-04,8017.362899999999,8017.362900000001,12288.230299,12934.256875,4270.867399000002,-4916.893975
2025-01-03,7623.0521,7623.052100000001,12030.415680000002,12700.770351000001,4407.363580000002,-5077.718251000001
2025-01-02,8167.7288,8167.728800000001,12524.925976999999,13218.020035,4357.197176999999,-5050.291235
2025-01-01,8696.421,8696.421,12925.054888000002,13646.981247,4228.633888000002,-4950.560246999999
