DATE,ADJ_ALL,EVT_TOTAL,ALL_REV_DELTA,ADJ_PURCHASE,EVT_PURCHASE,PURCHASE_DELTA
2025-08-02,41729.032999999996,57519.920000000006,-15790.88700000001,41729.032999999996,42311.990000000005,-582.9570000000094
2025-08-01,42269.538,57697.899999999994,-15428.361999999994,42269.538,42774.38,-504.8419999999969
2025-07-31,47679.216,54850.72,-7171.504000000001,47679.216,47010.310000000005,668.9059999999954
2025-07-30,39787.106,44843.89,-5056.784,39787.106,39006.94,780.1659999999974
2025-07-29,26228.48,35354.14,-9125.66,26228.48,25989.5,238.97999999999956
2025-07-28,27247.196,37652.409999999996,-10405.213999999996,27247.196,26840.67,406.52600000000166
2025-07-27,28192.154,41417.03,-13224.876,28192.154,27746.71,445.4439999999995
2025-07-26,36859.234000000004,47335.299999999996,-10476.065999999992,36859.234000000004,37618.59,-759.3559999999925
2025-07-25,52613.770000000004,62868.71000000001,-10254.940000000002,52613.770000000004,52589.64,24.130000000004657
2025-07-24,64192.728,73237.9,-9045.171999999991,64192.728,63407.62,785.1080000000002
2025-07-23,31584.971,39774.259999999995,-8189.288999999993,31584.971,31403.910000000003,181.06099999999788
2025-07-22,35575.608,44584.46,-9008.851999999999,35575.608,35533.45,42.158000000003085
2025-07-21,36907.438,47455.259999999995,-10547.821999999993,36907.438,35756.43,1151.0080000000016
2025-07-20,27502.305000000004,43365.57,-15863.264999999996,27502.305000000004,27553.950000000004,-51.64500000000044
2025-07-19,32070.465,50408.90999999999,-18338.44499999999,32070.465,32240.620000000003,-170.15500000000247
2025-07-18,31673.318000000003,46828.93,-15155.611999999997,31673.318000000003,31804.840000000004,-131.52200000000084
2025-07-17,29829.235000000004,38044.57,-8215.334999999995,29829.235000000004,30227.1,-397.8649999999943
2025-07-16,28924.542,37033.73,-8109.188000000002,28924.542,29382.93,-458.387999999999
2025-07-15,33372.313,40978.95,-7606.636999999995,33372.313,33350.380000000005,21.932999999997264
2025-07-14,34423.116,41957.9,-7534.784,34423.116,34018.21,404.9060000000027
2025-07-13,32061.513,38895.21,-6833.697,32061.513,31187.800000000003,873.7129999999961
2025-07-12,34389.822,41585.18,-7195.358,34389.822,34072.590000000004,317.23199999999633
2025-07-11,38145.319,45825.79,-7680.470999999998,38145.319,38162.079999999994,-16.760999999991327
2025-07-10,37609.993,45828.18000000001,-8218.187000000005,37609.993,37948.130000000005,-338.13700000000244
2025-07-09,29570.341999999997,38084.17,-8513.828000000001,29570.341999999997,29726.23,-155.88800000000265
2025-07-08,33139.659,41900.159999999996,-8760.500999999997,33139.659,33735.56,-595.900999999998
2025-07-07,32371.163,43625.770000000004,-11254.607000000004,32371.163,32413.34,-42.17699999999968
2025-07-06,31419.997,47275.25,-15855.253,31419.997,31465.500000000004,-45.50300000000425
2025-07-05,35684.41,50044.759999999995,-14360.349999999991,35684.41,34258.36,1426.050000000003
2025-07-04,40364.112,55641.11,-15276.998,40364.112,40227.95,136.1620000000039
2025-07-03,44148.555,52229.659999999996,-8081.104999999996,44148.555,43004.97,1143.5849999999991
2025-07-02,42773.689,49641.979999999996,-6868.290999999997,42773.689,41924.87,848.8189999999959
2025-07-01,29415.272,37355.91,-7940.638000000003,29415.272,28701.110000000004,714.1619999999966
2025-06-30,24839.560999999998,32752.649999999998,-7913.089,24839.560999999998,24405.91,433.650999999998
2025-06-29,26532.361,38084.47,-11552.109,26532.361,26309.02,223.34100000000035
2025-06-28,34831.593,44792.46,-9960.866999999998,34831.593,34362.79,468.8029999999999
2025-06-27,47247.926,57075.1,-9827.173999999999,47247.926,47293.11,-45.184000000001106
2025-06-26,57267.11,65042.42,-7775.309999999998,57267.11,57834.57,-567.4599999999991
2025-06-25,31018.596,37868.4,-6849.804,31018.596,30257.12,761.4760000000024
2025-06-24,30528.583,38239.659999999996,-7711.0769999999975,30528.583,30395.34,133.24299999999857
2025-06-23,34308.562999999995,42538.14000000001,-8229.577000000012,34308.562999999995,34255.72,52.84299999999348
2025-06-22,30354.772999999997,38011.17999999999,-7656.406999999996,30354.772999999997,30446.36,-91.58700000000317
2025-06-21,31504.804999999997,38885.409999999996,-7380.605,31504.804999999997,31369.820000000003,134.9849999999933
2025-06-20,35827.811,42983.89,-7156.078999999998,35827.811,35768.83,58.98099999999977
2025-06-19,39180.568,47373.44,-8192.872000000003,39180.568,39182.09999999999,-1.5319999999919673
2025-06-18,30891.187,40452.07,-9560.882999999998,30891.187,31194.479999999996,-303.2929999999942
2025-06-17,35330.186,44854.020000000004,-9523.834000000003,35330.186,35400.21000000001,-70.02400000000489
2025-06-16,35018.448000000004,45867.170000000006,-10848.722000000002,35018.448000000004,35045.86,-27.411999999996624
2025-06-15,33854.243,46935.36,-13081.116999999998,33854.243,34112.020000000004,-257.77700000000186
2025-06-14,39383.984000000004,53015.4,-13631.415999999997,39383.984000000004,38491.6,892.3840000000055
2025-06-13,41457.42,54511.66,-13054.240000000005,41457.42,41397.8,59.61999999999534
2025-06-12,39429.592,45106.56,-5676.968000000001,39429.592,38277.4,1152.1919999999955
2025-06-11,35603.119,42419.98,-6816.861000000004,35603.119,35487.630000000005,115.48899999999412
2025-06-10,37496.887,44743.92,-7247.032999999996,37496.887,36906.31,590.5770000000048
2025-06-09,33397.509000000005,40016.229999999996,-6618.72099999999,33397.509000000005,32453.62,943.8890000000065
2025-06-08,31510.798,38712.38,-7201.5819999999985,31510.798,31488.51,22.288000000000466
2025-06-07,29924.873,36653.76,-6728.887000000002,29924.873,29500.82,424.0529999999999
2025-06-06,35952.751000000004,43343.21,-7390.458999999995,35952.751000000004,35449.74,503.0110000000059
2025-06-05,40466.827,47228.240000000005,-6761.413000000008,40466.827,39415.29,1051.5369999999966
2025-06-04,37208.542,44982.880000000005,-7774.338000000003,37208.542,36818.74,389.8020000000033
2025-06-03,43994.512,53724.19,-9729.678,43994.512,43100.07,894.4420000000027
2025-06-02,42416.127,50113.20999999999,-7697.082999999991,42416.127,41785.92,630.2070000000022
2025-06-01,29450.619000000002,37607.28999999999,-8156.670999999991,29450.619000000002,29340.4,110.21900000000096
2025-05-31,35615.935,43442.85,-7826.915000000001,35615.935,34917.79,698.1449999999968
2025-05-30,45576.047999999995,55057.41,-9481.362000000008,45576.047999999995,45521.19,54.8579999999929
2025-05-29,46422.875,54840.990000000005,-8418.115000000005,46422.875,46451.649999999994,-28.77499999999418
2025-05-28,29861.05,37481.590000000004,-7620.5400000000045,29861.05,29118.260000000002,742.7899999999972
2025-05-27,29400.576,38550.81,-9150.233999999997,29400.576,27528.44,1872.1360000000022
2025-05-26,32068.310000000005,45206.350000000006,-13138.04,32068.310000000005,32382.21,-313.8999999999942
2025-05-25,31070.121,45429.380000000005,-14359.259000000005,31070.121,31322.479999999996,-252.35899999999674
2025-05-24,32317.724000000002,49410.24,-17092.515999999996,32317.724000000002,32929.1,-611.3759999999966
2025-05-23,37322.505999999994,53673.27,-16350.764000000003,37322.505999999994,36816.71,505.7959999999948
2025-05-22,41443.303,48590.72,-7147.417000000001,41443.303,41067.88,375.4230000000025
2025-05-21,39573.941,49128.33,-9554.389000000003,39573.941,39237.479999999996,336.46100000000297
2025-05-20,27579.505,36261.979999999996,-8682.474999999995,27579.505,27151.32,428.1850000000013
2025-05-19,27957.566999999995,37019.89,-9062.323000000004,27957.566999999995,28100.37,-142.80300000000352
2025-05-18,30871.743,41978.54,-11106.797000000002,30871.743,31167.43,-295.6870000000017
2025-05-17,34350.773,45789.71,-11438.936999999998,34350.773,34350.51,0.26299999999901047
2025-05-16,34627.599,45153.86,-10526.260999999999,34627.599,34852.54,-224.9409999999989
2025-05-15,36100.164,44476.490000000005,-8376.326000000008,36100.164,35918.5,181.66399999999703
2025-05-14,30186.131,39947.83,-9761.699,30186.131,30679.269999999997,-493.1389999999956
2025-05-13,34661.799,42487.119999999995,-7825.320999999996,34661.799,34445.0,216.79899999999907
2025-05-12,37207.325999999994,48021.53,-10814.204000000005,37207.325999999994,36478.71,728.6159999999945
2025-05-11,31815.334000000003,46328.15,-14512.815999999999,31815.334000000003,32040.170000000002,-224.83599999999933
2025-05-10,34319.005000000005,50457.79,-16138.784999999996,34319.005000000005,35233.47,-914.4649999999965
2025-05-09,42751.668,57245.83,-14494.162000000004,42751.668,42046.020000000004,705.6479999999938
2025-05-08,44943.795999999995,52671.659999999996,-7727.864000000001,44943.795999999995,45317.93,-374.13400000000547
2025-05-07,33438.937,41149.19000000001,-7710.2530000000115,33438.937,33489.18,-50.24300000000221
2025-05-06,34810.955,43106.5,-8295.544999999998,34810.955,35353.19,-542.2350000000006
2025-05-05,32669.864999999998,40993.01,-8323.145000000004,32669.864999999998,32898.060000000005,-228.19500000000698
2025-05-04,28886.747,36197.27,-7310.522999999997,28886.747,29104.309999999994,-217.56299999999464
2025-05-03,32790.222,41143.549999999996,-8353.327999999994,32790.222,33294.73,-504.50800000000163
2025-05-02,38896.123,47170.44,-8274.317000000003,38896.123,39152.060000000005,-255.93700000000536
2025-05-01,37427.095,46689.37,-9262.275000000001,37427.095,37746.46,-319.36499999999796
2025-04-30,38693.477,48321.47,-9627.993000000002,38693.477,39236.99,-543.512999999999
2025-04-29,41580.13,51311.95,-9731.82,41580.13,41565.04,15.089999999996508
2025-04-28,38260.167,49151.77,-10891.602999999996,38260.167,38096.45,163.7170000000042
2025-04-27,30162.953,38589.100000000006,-8426.147000000004,30162.953,30654.190000000002,-491.237000000001
2025-04-26,35838.439,45018.00000000001,-9179.561000000009,35838.439,36843.74,-1005.3009999999995
2025-04-25,50866.661,59831.96,-8965.298999999999,50866.661,51538.2,-671.538999999997
2025-04-24,55502.396,63963.729999999996,-8461.333999999995,55502.396,55701.97,-199.57400000000052
2025-04-23,33759.647,41684.89,-7925.243000000002,33759.647,33250.42,509.22699999999895
2025-04-22,35018.469,45960.009999999995,-10941.540999999997,35018.469,34828.39,190.0789999999979
2025-04-21,40888.161,51597.51000000001,-10709.34900000001,40888.161,41286.87000000001,-398.70900000000984
2025-04-20,33739.612,47078.240000000005,-13338.628000000004,33739.612,33896.15,-156.53800000000047
2025-04-19,36638.551,52494.72000000001,-15856.169000000009,36638.551,36626.05,12.500999999996566
2025-04-18,41833.66,55302.65000000001,-13468.990000000005,41833.66,41786.479999999996,47.18000000000757
2025-04-17,39925.912000000004,48206.67,-8280.757999999994,39925.912000000004,40260.68,-334.7679999999964
2025-04-16,35254.527,43865.38999999999,-8610.86299999999,35254.527,35280.71,-26.182999999997264
2025-04-15,37633.492999999995,46293.57000000001,-8660.077000000012,37633.492999999995,37691.36,-57.867000000005646
2025-04-14,34373.564,44476.69,-10103.126000000004,34373.564,34809.55,-435.9860000000044
2025-04-13,35173.903,44028.13999999999,-8854.236999999994,35173.903,35648.19,-474.2870000000039
2025-04-12,37626.322,48374.99999999999,-10748.677999999993,37626.322,38096.96000000001,-470.6380000000063
2025-04-11,41258.792,51006.97,-9748.178,41258.792,41668.729999999996,-409.93799999999464
2025-04-10,39852.498999999996,48640.95,-8788.451000000001,39852.498999999996,39849.869999999995,2.629000000000815
2025-04-09,34240.93,43245.74,-9004.809999999998,34240.93,34557.83,-316.90000000000146
2025-04-08,35716.073000000004,44819.45,-9103.376999999993,35716.073000000004,36438.439999999995,-722.3669999999911
2025-04-07,32420.374000000003,44033.42,-11613.045999999995,32420.374000000003,33195.89,-775.515999999996
2025-04-06,31289.365999999998,46465.21,-15175.844000000001,31289.365999999998,32237.340000000004,-947.9740000000056
2025-04-05,31972.881,46883.02,-14910.138999999996,31972.881,33107.82,-1134.9389999999985
2025-04-04,30758.29,44084.76,-13326.470000000001,30758.29,31319.940000000002,-561.6500000000015
2025-04-03,32891.042,42159.92,-9268.877999999997,32891.042,33167.579999999994,-276.5379999999932
2025-04-02,36951.843,47167.12,-10215.277000000002,36951.843,37921.36,-969.5169999999998
2025-04-01,37168.170000000006,47393.520000000004,-10225.349999999999,37168.170000000006,38140.72,-972.5499999999956
2025-03-31,31277.652000000002,38917.86,-7640.207999999999,31277.652000000002,31285.430000000004,-7.778000000002066
2025-03-30,36397.366,45350.46,-8953.093999999997,36397.366,37270.590000000004,-873.224000000002
2025-03-29,43666.075,50622.4,-6956.325000000004,43666.075,42596.71,1069.364999999998
2025-03-28,46634.153,57269.36000000001,-10635.20700000001,46634.153,47908.17,-1274.0169999999998
2025-03-27,66876.016,76557.72,-9681.703999999998,66876.016,68227.40000000001,-1351.3840000000055
2025-03-26,43250.521,52263.32,-9012.798999999999,43250.521,43671.51,-420.9890000000014
2025-03-25,32996.183000000005,42004.909999999996,-9008.726999999992,32996.183000000005,33254.67999999999,-258.4969999999885
2025-03-24,35859.782999999996,45343.76,-9483.977000000006,35859.782999999996,36687.189999999995,-827.4069999999992
2025-03-23,37458.316,46690.14,-9231.824,37458.316,37862.44,-404.12400000000343
2025-03-22,37267.424,46208.97,-8941.546000000002,37267.424,37727.1,-459.6759999999995
2025-03-21,35464.821,45347.24,-9882.418999999994,35464.821,35587.93,-123.10899999999674
2025-03-20,43001.572,51817.36,-8815.788,43001.572,42751.6,249.97200000000157
2025-03-19,38200.943,47170.950000000004,-8970.007000000005,38200.943,38152.49,48.45300000000134
2025-03-18,26918.678,39078.32,-12159.642,26918.678,26907.300000000003,11.377999999996973
2025-03-17,31152.341999999997,45403.630000000005,-14251.288000000008,31152.341999999997,31523.399999999998,-371.0580000000009
2025-03-16,33308.976,48831.5,-15522.523999999998,33308.976,34240.53,-931.5539999999964
2025-03-15,38322.508,55388.69000000001,-17066.182000000008,38322.508,38810.32,-487.8119999999981
2025-03-14,41355.185,55432.350000000006,-14077.165000000008,41355.185,41103.84,251.34500000000116
2025-03-13,40385.826,49414.0,-9028.173999999999,40385.826,41982.11,-1596.2839999999997
2025-03-12,36883.293000000005,45455.979999999996,-8572.68699999999,36883.293000000005,37092.0,-208.70699999999488
2025-03-11,35247.518000000004,43214.55,-7967.031999999999,35247.518000000004,35324.82,-77.30199999999604
2025-03-10,31308.888,40263.0,-8954.112000000001,31308.888,31063.91,244.97799999999916
2025-03-09,34886.166000000005,43053.71,-8167.543999999994,34886.166000000005,34678.12,208.0460000000021
2025-03-08,35755.386,45076.509999999995,-9321.123999999996,35755.386,36229.54,-474.15400000000227
2025-03-07,36950.691999999995,46405.86,-9455.168000000005,36950.691999999995,37541.399999999994,-590.7079999999987
2025-03-06,34900.822,43872.53999999999,-8971.717999999993,34900.822,35359.09,-458.2679999999964
2025-03-05,31499.99,42600.12,-11100.130000000001,31499.99,33093.02,-1593.0299999999952
2025-03-04,36425.62,46123.509999999995,-9697.889999999992,36425.62,36899.64,-474.0199999999968
2025-03-03,37002.112,47198.97,-10196.858,37002.112,37457.71,-455.59799999999814
2025-03-02,32364.111,45772.350000000006,-13408.239000000005,32364.111,33296.55,-932.4390000000021
2025-03-01,36506.791,45975.100000000006,-9468.309000000008,36506.791,36859.18,-352.38900000000285
2025-02-28,46151.445999999996,56719.55,-10568.104000000007,46151.445999999996,46634.03999999999,-482.5939999999973
2025-02-27,45008.988999999994,55657.33,-10648.341000000008,45008.988999999994,47010.170000000006,-2001.1810000000114
2025-02-26,32524.996,42221.5,-9696.504,32524.996,32590.269999999997,-65.27399999999761
2025-02-25,31109.167999999998,40455.89,-9346.722000000002,31109.167999999998,31362.559999999998,-253.39199999999983
2025-02-24,35420.514,44876.57,-9456.055999999997,35420.514,35799.17,-378.6559999999954
2025-02-23,39011.32199999999,48267.880000000005,-9256.558000000012,39011.32199999999,39027.22,-15.898000000008324
2025-02-22,42304.882,51091.86,-8786.978000000003,42304.882,42694.42,-389.53800000000047
2025-02-21,41963.986000000004,50804.9,-8840.913999999997,41963.986000000004,41599.079999999994,364.90600000000995
2025-02-20,41487.01700000001,50748.270000000004,-9261.252999999997,41487.01700000001,41500.57,-13.552999999992608
2025-02-19,39786.129,51497.75,-11711.621,39786.129,40484.310000000005,-698.1810000000041
2025-02-18,27359.558,38678.979999999996,-11319.421999999995,27359.558,27675.76,-316.2019999999975
2025-02-17,31758.323,45025.44,-13267.117000000002,31758.323,32169.249999999996,-410.92699999999604
2025-02-16,36998.505000000005,53079.13,-16080.624999999993,36998.505000000005,37798.39,-799.8849999999948
2025-02-15,41513.846,56054.76,-14540.914000000004,41513.846,42372.729999999996,-858.8839999999982
2025-02-14,44550.221999999994,59644.52,-15094.298000000003,44550.221999999994,45999.71,-1449.4880000000048
2025-02-13,44144.227,54808.56,-10664.332999999999,44144.227,46284.52999999999,-2140.3029999999926
2025-02-12,38082.19699999999,46662.96000000001,-8580.763000000014,38082.19699999999,38803.61,-721.4130000000077
2025-02-11,34149.961,43011.4,-8861.438999999998,34149.961,34827.46000000001,-677.4990000000034
2025-02-10,28721.723,39276.43,-10554.706999999999,28721.723,28760.83,-39.10699999999997
2025-02-09,31527.877,46035.3,-14507.423000000003,31527.877,31793.41,-265.53299999999945
2025-02-08,35940.012,49901.659999999996,-13961.647999999994,35940.012,36038.36,-98.34799999999814
2025-02-07,36272.186,49424.770000000004,-13152.584000000003,36272.186,36134.61,137.57600000000093
2025-02-06,33573.744,43689.35,-10115.606,33573.744,34297.700000000004,-723.9560000000056
2025-02-05,35341.419,45077.82,-9736.400999999998,35341.419,35688.16,-346.7410000000018
2025-02-04,28557.350000000002,39412.28999999999,-10854.939999999991,28557.350000000002,28776.97,-219.61999999999898
2025-02-03,29836.537000000004,39948.649999999994,-10112.11299999999,29836.537000000004,30399.489999999998,-562.9529999999941
2025-02-02,37516.034999999996,45469.1,-7953.065000000002,37516.034999999996,36795.51,720.5249999999942
2025-02-01,41941.76299999999,53397.05,-11455.287000000011,41941.76299999999,43398.4,-1456.6370000000097
2025-01-31,57860.988,69363.09999999999,-11502.111999999994,57860.988,58734.45,-873.4619999999995
2025-01-30,65219.228,76135.23000000001,-10916.002000000008,65219.228,67293.74,-2074.5120000000024
2025-01-29,28983.874,37424.119999999995,-8440.245999999996,28983.874,28850.97,132.90399999999863
2025-01-28,27481.344999999998,36431.479999999996,-8950.134999999998,27481.344999999998,27539.219999999998,-57.875
2025-01-27,31282.665999999997,40343.71,-9061.044000000002,31282.665999999997,31622.460000000003,-339.7940000000053
2025-01-26,31978.136000000002,40969.53,-8991.393999999997,31978.136000000002,32635.78,-657.6439999999966
2025-01-25,29698.452,40045.76,-10347.308,29698.452,30263.590000000004,-565.1380000000026
2025-01-24,31678.801999999996,41178.6,-9499.798000000003,31678.801999999996,32230.460000000003,-551.6580000000067
2025-01-23,29255.809999999998,38855.740000000005,-9599.930000000008,29255.809999999998,29806.58,-550.7700000000041
2025-01-22,28600.08,38099.96,-9499.879999999997,28600.08,28429.52,170.5600000000013
2025-01-21,30107.541999999998,43681.93,-13574.388000000003,30107.541999999998,30825.25,-717.7080000000024
2025-01-20,34112.123999999996,48951.380000000005,-14839.256000000008,34112.123999999996,34331.66,-219.53600000000733
2025-01-19,31808.948,49077.83,-17268.882,31808.948,33631.03,-1822.0819999999985
2025-01-18,30822.227,47153.73,-16331.503000000004,30822.227,31393.590000000004,-571.3630000000048
2025-01-17,35112.085999999996,49601.75,-14489.664000000004,35112.085999999996,36330.95,-1218.8640000000014
2025-01-16,39469.846000000005,50680.26,-11210.413999999997,39469.846000000005,41450.78999999999,-1980.9439999999886
2025-01-15,31957.072,41738.43,-9781.358,31957.072,33368.979999999996,-1411.9079999999958
2025-01-14,34421.193999999996,44787.26,-10366.066000000006,34421.193999999996,35273.73,-852.5360000000073
2025-01-13,35363.165,44340.56,-8977.394999999997,35363.165,35163.32,199.84500000000116
2025-01-12,28789.142,38795.630000000005,-10006.488000000005,28789.142,30464.350000000002,-1675.2080000000024
2025-01-11,30886.038,39545.88,-8659.841999999997,30886.038,31120.560000000005,-234.52200000000448
2025-01-10,35721.906,45340.369999999995,-9618.463999999993,35721.906,37134.67,-1412.7639999999956
2025-01-09,36372.909,45244.12,-8871.211000000003,36372.909,37005.66,-632.7510000000038
2025-01-08,24363.756,32631.629999999997,-8267.873999999996,24363.756,24323.66,40.09600000000137
2025-01-07,27350.968999999997,37054.009999999995,-9703.040999999997,27350.968999999997,28813.48,-1462.5110000000022
2025-01-06,28814.738,38091.23,-9276.492000000002,28814.738,29599.34,-784.601999999999
2025-01-05,31772.445,40870.81,-9098.364999999998,31772.445,32300.980000000003,-528.5350000000035
2025-01-04,35426.173,44111.43,-8685.256999999998,35426.173,36000.37,-574.1970000000001
2025-01-03,37279.105,46828.77,-9549.664999999994,37279.105,38075.53,-796.4249999999956
2025-01-02,31981.854000000003,44936.86,-12955.005999999998,31981.854000000003,31924.59,57.26400000000285
2025-01-01,36458.058,50415.54,-13957.482000000004,36458.058,36630.54,-172.4820000000036
